iter	Logloss
271	0.3038441906
272	0.3033120142
273	0.3028215382
274	0.3023181549
275	0.3019603834
276	0.3015020188
277	0.301165829
278	0.3004513571
279	0.2999376532
280	0.2993327624
281	0.2988552982
282	0.2985204932
283	0.2981942843
284	0.2978070925
285	0.2973968297
286	0.2968355728
287	0.2960895643
288	0.2954912578
289	0.2951438852
290	0.294778249
291	0.2941205273
292	0.2937053262
293	0.2933209824
294	0.2928209174
295	0.2922828883
296	0.2918197945
297	0.2913181357
298	0.2908974739
299	0.2906592643
300	0.2902963194
301	0.2899650156
302	0.289720483
303	0.2894255756
304	0.2890293174
305	0.2887616092
306	0.2882699052
307	0.2876059911
308	0.2873436392
309	0.2867894369
310	0.2861760544
311	0.2856610181
312	0.2854494591
313	0.2847505857
314	0.2845147538
315	0.2840709425
316	0.2836880357
317	0.2833034045
318	0.2826459702
319	0.2821789049
320	0.2817840576
321	0.2814165925
322	0.2811660505
323	0.280792367
324	0.2802046684
325	0.2799411408
326	0.2795585476
327	0.2791355603
328	0.2787873255
329	0.2780155025
330	0.2777811338
331	0.2775348507
332	0.2772575796
333	0.2766723633
334	0.2763623277
335	0.2760351782
336	0.2756501289
337	0.2752462936
338	0.2748440782
339	0.2742126674
340	0.2738851521
341	0.2735739146
342	0.2731546898
343	0.2724980132
344	0.2721530183
345	0.2718723245
346	0.2716349772
347	0.2713656752
348	0.2709141039
349	0.2703350537
350	0.2699361305
351	0.2693741942
352	0.2691463836
353	0.2688550557
354	0.2684885574
355	0.2679699937
356	0.2676632502
357	0.2672808922
358	0.2669052229
359	0.2665669951
360	0.26619953
361	0.2657629039
362	0.2652152336
363	0.2647950682
364	0.2643700952
365	0.2639089088
366	0.2636132959
367	0.2631978858
368	0.2629032396
369	0.2625592898
370	0.2620323913
371	0.2615323001
372	0.2611498637
373	0.2607989377
374	0.2602563623
375	0.2601198693
376	0.2598409261
377	0.2596480226
378	0.2594569481
379	0.259202722
380	0.2589331849
381	0.2583926475
382	0.2580329947
383	0.2578243621
384	0.2576015943
385	0.2572370555
386	0.2569477134
387	0.2565523435
388	0.2563644043
389	0.2560371242
390	0.2557517796
391	0.2553670178
392	0.2550636448
393	0.2547614738
394	0.2546320353
395	0.2542143521
396	0.2538549606
397	0.2535537824
398	0.2532807964
399	0.2528731202
400	0.2525158712
401	0.252185717
402	0.251788884
403	0.2515696957
404	0.2511506538
405	0.2508132882
406	0.2507052487
407	0.250362344
408	0.2502476418
409	0.2499615917
410	0.2494778045
411	0.2491825052
412	0.2489272078
413	0.2481872872
414	0.2479287762
415	0.2477109726
416	0.2474907392
417	0.2471877843
418	0.2468771477
419	0.2467250563
420	0.2464685309
421	0.2462611525
422	0.2461162201
423	0.2457219215
424	0.2453009723
425	0.2449988535
426	0.2448282111
427	0.2443445807
428	0.2439257478
429	0.243612812
430	0.2433285648
431	0.2429973655
432	0.2428602976
433	0.2426667409
434	0.2425229843
435	0.2422634282
436	0.2419978364
437	0.2417794319
438	0.2416153999
439	0.2413067752
440	0.2408646884
441	0.2404789337
442	0.24031741
443	0.2400039777
444	0.2396463107
445	0.2392140741
446	0.2391106331
447	0.2389332236
448	0.2385475472
449	0.2379681313
450	0.2376577299
451	0.2373561075
452	0.2370922663
453	0.2368230428
454	0.236483587
455	0.2360284884
456	0.2355464256
457	0.2352797626
458	0.2350979635
459	0.2347814743
460	0.2345845732
461	0.2343789715
462	0.2341830371
463	0.2338426146
464	0.2337486581
465	0.233449335
466	0.2332248949
467	0.2328038673
468	0.2324686442
469	0.2323484029
470	0.2319695982
471	0.2318719838
472	0.2316268764
473	0.2314164932
474	0.2311048377
475	0.2309471026
476	0.2305702314
477	0.2304079239
478	0.2299938463
479	0.2297925035
480	0.2296663572
481	0.2295414912
482	0.229223591
483	0.2290677632
484	0.2289176836
485	0.2287226115
486	0.2286099996
487	0.228336909
488	0.2279229883
489	0.2277518494
490	0.2274937042
491	0.2270945719
492	0.2268011537
493	0.2265407876
494	0.2263098939
495	0.2261447123
496	0.2259260726
497	0.2257589053
498	0.2254387059
499	0.2251901235
500	0.2248622947
501	0.2246721346
502	0.2244367208
503	0.2241546161
504	0.2239994937
505	0.2236177105
506	0.2232508202
507	0.2231120802
508	0.2230350808
509	0.2228401654
510	0.2227011641
511	0.2222444195
512	0.2221152946
513	0.221956854
514	0.221702236
515	0.2214682331
516	0.2212360852
517	0.2211006374
518	0.220745766
519	0.2205170671
520	0.22007208
521	0.2195688535
522	0.2192658202
523	0.2189269392
524	0.218685124
525	0.2183696015
526	0.2178775448
527	0.2175911551
528	0.2171850204
529	0.2169209049
530	0.216815844
531	0.2165453793
532	0.216246618
533	0.2157450767
534	0.2155063316
535	0.2153529076
536	0.215198138
537	0.2150805486
538	0.2148251207
539	0.2146469142
540	0.2142354887
541	0.21404316
542	0.213869134
543	0.213448224
544	0.213244608
545	0.2127760142
546	0.2126051759
547	0.2124896507
548	0.2123397278
549	0.2121137462
550	0.2119806629
551	0.2117510234
552	0.2114295176
553	0.2110599884
554	0.2107083308
555	0.2105448213
556	0.2104075706
557	0.2099839825
558	0.2096129117
559	0.2094339867
560	0.2091321292
561	0.2089256391
562	0.2086551875
563	0.2082824968
564	0.208051159
565	0.2078705879
566	0.2077284904
567	0.2072606152
568	0.2071023314
569	0.2068820457
570	0.2067320445
571	0.2064809146
572	0.206216995
573	0.2060636102
574	0.2059402988
575	0.2057855684
576	0.2055156786
577	0.2053014546
578	0.2049725938
579	0.2047595978
580	0.2044787734
581	0.2042890052
582	0.2040595747
583	0.2038323651
584	0.2036439295
585	0.203354326
586	0.2029647305
587	0.2027377821
588	0.2026280834
589	0.2024314697
590	0.2022012684
591	0.2018690762
592	0.2015336703
593	0.2010424366
594	0.2005715827
595	0.2002643167
596	0.2000474407
597	0.1998345362
598	0.1993241767
599	0.1991468325
600	0.1987842403
601	0.1986699039
602	0.1983466344
603	0.1981954967
604	0.1980541961
605	0.1978013548
606	0.1976597146
607	0.1975313343
608	0.1974027189
609	0.1970390555
610	0.1969205647
611	0.1967032968
612	0.1963032762
613	0.1961264545
614	0.1959791445
615	0.195808071
616	0.1956142399
617	0.1954908502
618	0.1952010507
619	0.1949832864
620	0.1948384585
621	0.1945788501
622	0.1944098799
623	0.1941710433
624	0.1940034579
625	0.1939194431
626	0.193694389
627	0.1933871361
628	0.1931190883
629	0.1930207161
630	0.1927892084
631	0.1924323382
632	0.192124615
633	0.191942424
634	0.1917637864
635	0.1915959136
636	0.191445625
637	0.1912707499
638	0.1910541613
639	0.1908253709
640	0.1907425319
641	0.1906602154
642	0.1905597269
643	0.19033513
644	0.1899573182
645	0.1897007407
646	0.1895510007
647	0.1893173113
648	0.1891829739
649	0.1889942639
650	0.188858607
651	0.1885859999
652	0.1885086478
653	0.1882480595
654	0.1879826637
655	0.1878870481
656	0.1875798735
657	0.1874105114
658	0.1872151257
659	0.186857119
660	0.1865979025
661	0.1863530433
662	0.1861657182
663	0.1859468173
664	0.1856206215
665	0.1853533967
666	0.1850628265
667	0.18496887
668	0.1849076911
669	0.1847364609
670	0.184522681
671	0.1843388309
672	0.1841264751
673	0.1838958427
674	0.1837063228
675	0.1835145558
676	0.1833779322
677	0.1832326602
678	0.1828915975
679	0.1826279131
680	0.1824533907
681	0.1821705805
682	0.1820580208
683	0.1818662408
684	0.1815462635
685	0.1813650393
686	0.181026302
687	0.1807365417
688	0.1805996046
689	0.1804916303
690	0.180306304
691	0.1801799879
692	0.1798126665
693	0.1795477802
694	0.1793685809
695	0.1790991221
696	0.1789151022
697	0.1787811044
698	0.1784502839
699	0.178412555
700	0.1782598365
701	0.178097529
702	0.1777780873
703	0.1776549457
704	0.1773903729
705	0.1772065751
706	0.1770938717
707	0.1768807058
708	0.1766056949
709	0.1764345561
710	0.1761878811
711	0.1760418774
712	0.1758997146
713	0.1758492613
714	0.1757123242
715	0.1753440622
716	0.1752523657
717	0.1750935855
718	0.1747328615
719	0.1745846631
720	0.174405111
721	0.1742171457
722	0.1741239077
723	0.1740336222
724	0.1738033164
725	0.1736672545
726	0.1734399665
727	0.1732489703
728	0.1730833707
729	0.1729678716
730	0.1727388199
731	0.1726217139
732	0.1724802305
733	0.1723237495
734	0.1720689225
735	0.1719775788
736	0.1717552812
737	0.1716130923
738	0.171392284
739	0.1712655237
740	0.1708895409
741	0.1708186555
742	0.1706695295
743	0.1704663316
744	0.1703670319
745	0.1702148751
746	0.1698411654
747	0.1696078679
748	0.1694631968
749	0.1691214679
750	0.1687790727
751	0.168675279
752	0.1685618309
753	0.1684081456
754	0.1683577054
755	0.1681132513
756	0.167829396
757	0.1675602247
758	0.1673381753
759	0.1671661743
760	0.1669390169
761	0.1668093694
762	0.1664239544
763	0.1661190399
764	0.1659159464
765	0.1658445646
766	0.1657095347
767	0.165587778
768	0.1652966591
769	0.1651443194
770	0.1647078109
771	0.1645613762
772	0.1644710776
773	0.1643768075
774	0.1642294191
775	0.1639999494
776	0.1638526655
777	0.1638018856
778	0.1635815999
779	0.1634609797
780	0.1633078954
781	0.1630562299
782	0.1628156427
783	0.1625990018
784	0.1623589372
785	0.1622570769
786	0.1621145875
787	0.1620039744
788	0.1617354824
789	0.1616389653
790	0.161498527
791	0.1613669591
792	0.1611374894
793	0.1610121139
794	0.1608016132
795	0.1605894533
796	0.1604751169
797	0.1603933622
798	0.1602217531
799	0.1599337434
800	0.1597606842
801	0.159580701
802	0.159472766
803	0.1592182264
804	0.1589338355
805	0.1585950068
806	0.1584754709
807	0.1583974917
808	0.158352264
809	0.1582160061
810	0.1579298516
811	0.1578760539
812	0.1575969539
813	0.1575353048
814	0.1574165266
815	0.1573267114
816	0.1572813269
817	0.1569796262
818	0.1567962202
819	0.1565721852
820	0.1562305868
821	0.1560836426
822	0.1558108134
823	0.1556814664
824	0.1556470688
825	0.1554528589
826	0.1552574602
827	0.1550867264
828	0.1549507037
829	0.1548687661
830	0.154773268
831	0.1544627621
832	0.1541799519
833	0.1539168815
834	0.1538830587
835	0.1537877958
836	0.1536966873
837	0.1534372748
838	0.1532322871
839	0.153005809
840	0.1528154399
841	0.1526536288
842	0.1524491245
843	0.152371498
844	0.1521979815
845	0.1521169192
846	0.1518492111
847	0.1517554505
848	0.1516750806
849	0.1515431339
850	0.1513264277
851	0.1512140509
852	0.1511086895
853	0.1510117936
854	0.1508142132
855	0.1506473724
856	0.1503765681
857	0.1502837612
858	0.1500911974
859	0.1497050246
860	0.1496360204
861	0.149534121
862	0.1492584438
863	0.1490546187
864	0.1488025352
865	0.1486321541
866	0.1484874046
867	0.1483264819
868	0.1480674221
869	0.1480186933
870	0.1477361183
871	0.1475794413
872	0.147407388
873	0.1472865065
874	0.1471597854
875	0.1470741115
876	0.1469155142
877	0.1467630047
878	0.1465940084
879	0.1463991714
880	0.1463379533
881	0.1461742088
882	0.14609734
883	0.1460399628
884	0.1457933008
885	0.1455925458
886	0.1453727565
887	0.1452589688
888	0.1451181124
889	0.1449955457
890	0.1448624755
891	0.1447700736
892	0.1446586896
893	0.1443522728
894	0.1442147608
895	0.1440071733
896	0.1436930356
897	0.1435589072
898	0.1433623066
899	0.1432654498
900	0.1431140246
901	0.143015966
902	0.1428807664
903	0.1425552107
904	0.1424590333
905	0.1422931985
906	0.1420174298
907	0.1418005016
908	0.141729799
909	0.1416802602
910	0.1414646776
911	0.1412154942
912	0.1410464195
913	0.1409367862
914	0.1407923764
915	0.1406788238
916	0.1404718373
917	0.140283872
918	0.1402493046
919	0.1400804389
920	0.1398925651
921	0.1396767473
922	0.1394143431
923	0.1392016476
924	0.1390397843
925	0.1387031111
926	0.1385586098
927	0.1382407358
928	0.1380780625
929	0.1380167399
930	0.1378291666
931	0.1376311158
932	0.1374052126
933	0.1373083559
934	0.1371581718
935	0.1369169314
936	0.1367707448
937	0.1367169602
938	0.1364363579
939	0.1361264791
940	0.1359776405
941	0.1357575116
942	0.1355691413
943	0.1354201852
944	0.1350892211
945	0.1350034688
946	0.1347670359
947	0.1346057604
948	0.1345558428
949	0.1343336367
950	0.134031348
951	0.1339080758
952	0.1337012853
953	0.1335666343
954	0.1334747027
955	0.1333779635
956	0.1332463304
957	0.1331074597
958	0.1329745201
959	0.1328826016
960	0.1328289868
961	0.132784347
962	0.1327420065
963	0.132668861
964	0.132520336
965	0.1323700343
966	0.1322117897
967	0.1320712991
968	0.1318825369
969	0.1317998546
970	0.1316365542
971	0.1313665207
972	0.1312114507
973	0.1310799873
974	0.1309480014
975	0.1308074716
976	0.1305801183
977	0.1305061497
978	0.1302341566
979	0.1300839594
980	0.1300484122
981	0.1299028397
982	0.1298253308
983	0.129547694
984	0.129389175
985	0.1291090952
986	0.1289406868
987	0.1288726101
988	0.1287633817
989	0.1286490584
990	0.1284483557
991	0.1283202106
992	0.128244609
993	0.1280954439
994	0.127943666
995	0.1278007194
996	0.1276780742
997	0.1276158241
998	0.1275743458
999	0.1274217971
