date(dd/mm/yy),VSKP,Temperature_1,Wind_Speed_1,weather_code_1,Distance_travelled_1,YLM,Temperature_2,Wind_Speed_2,weather_code_2,Distance_travelled_2,ANV,Temperature_3,Wind_Speed_3,weather_code_3,Distance_travelled_3,SLO,Temperature_4,Wind_Speed_4,weather_code_4,Distance_travelled_4,NDD,Temperature_5,Wind_Speed_5,weather_code_5,Distance_travelled_5,BZA,Temperature_6,Wind_Speed_6,weather_code_6,Distance_travelled_6,WL,Temperature_7,Wind_Speed_7,weather_code_7,Distance_travelled_7,KZJ,Temperature_8,Wind_Speed_8,weather_code_8,Distance_travelled_8,SC,Temperature_9,Wind_Speed_9,weather_code_9,Distance_travelled_9,HYB,Temperature_10,Wind_Speed_10,weather_code_10,Distance_travelled_10
19/03/24,1,28.9,1.1,53,0,14,27.8,1.8,3,58,21,30.1,0.9,51,114,25,29.6,2.6,53,151,24,28.6,2.2,3,224,0,28.7,2.4,51,351,0,29,5.3,63,559,0,29,5.3,51,569,1,28.8,2.3,51,701,-11,28.8,2.3,51,711
20/03/24,0,24.7,1.5,55,0,9,25,2.5,61,58,21,25.8,1,63,114,17,28.6,2.6,65,151,27,27.4,2.8,65,224,8,28.1,2.3,63,351,25,28,3.1,65,559,8,28,3.1,63,569,32,26.8,2.6,51,701,1,26.8,2.6,51,711
21/03/24,2,26.3,1.2,53,0,14,25.6,1.8,61,58,13,26.8,1.7,53,114,11,28.4,3.2,51,151,12,27.5,2.7,51,224,15,28.3,2.5,3,351,0,28.1,4.6,2,559,0,28.1,4.6,51,569,10,27.8,1.9,3,701,-4,27.8,1.9,3,711
22/03/24,1,28.4,1.8,1,0,7,26.9,2.4,3,58,9,28.3,1.3,51,114,4,29.3,2.8,3,151,12,28.2,2.2,3,224,4,29.1,2.7,1,351,48,29.8,4.1,3,559,3,29.8,4.1,3,569,0,29.3,1.6,1,701,8,29.3,1.6,1,711
23/03/24,0,28.8,2.2,51,0,6,27.6,2.8,51,58,6,29.2,1.7,53,114,5,29.6,2.8,55,151,7,28.8,2.4,51,224,9,29.6,2.7,51,351,25,30.8,4.8,0,559,8,30.8,4.8,0,569,7,30.4,2.1,1,701,4,30.4,2.1,1,711
24/03/24,0,28.7,2.5,1,0,5,27.8,2.6,53,58,8,29.7,1.3,3,114,5,29.8,3.2,51,151,13,29.1,2.6,51,224,4,29.7,2.6,51,351,43,30.8,5.4,51,559,46,30.8,5.4,51,569,0,31.1,1.9,51,701,-24,31.1,1.9,1,711
25/03/24,0,28.7,1.9,1,0,9,28,2.3,1,58,18,30,1.5,3,114,15,29.4,2.6,53,151,18,28.8,2.1,61,224,13,29.3,2.3,51,351,16,31.5,5.1,3,559,0,31.5,5.1,3,569,0,30.3,1.7,2,701,-5,30.3,1.7,2,711
26/03/24,1,28.8,2.1,0,0,14,27.6,2.5,0,58,19,29.4,2.7,1,114,15,29,3,3,151,13,28.6,2.5,3,224,10,29.2,2.4,3,351,0,31.6,5.4,0,559,0,31.6,5.4,0,569,0,31,1.9,1,701,101,31,1.9,1,711
27/03/24,1,28.9,2.2,1,0,3,27.8,2.8,1,58,2,28.7,1.5,3,114,0,29.4,3,51,151,6,28.7,2.6,3,224,0,30.2,2.5,2,351,42,31.3,4.9,1,559,47,31.3,4.9,1,569,71,31,2,2,701,38,31,2,2,711
28/03/24,5,29.2,3.6,1,0,8,29,3.2,1,58,12,27.7,4.2,1,114,10,30.2,2.8,3,151,15,29.5,2.4,3,224,0,29.6,2.4,1,351,62,32,4.2,0,559,68,32,4.2,1,569,66,31.9,1.7,1,701,57,31.9,1.7,1,711
29/03/24,1,29.4,4.9,0,0,5,29,3.2,0,58,8,28.2,4.3,1,114,4,30.4,3.2,3,151,8,29.6,2.7,3,224,20,30.1,2.7,2,351,47,33.3,5,1,559,50,33.3,5,1,569,47,32.8,2.3,1,701,90,32.8,2.3,2,711
30/03/24,1,29.7,4,1,0,5,29,3.1,1,58,12,28.1,4.3,1,114,8,30.8,3.1,3,151,21,29.9,2.5,3,224,14,30.5,2.3,3,351,35,33,5.2,2,559,39,33,5.2,2,569,39,32.9,2.2,2,701,11,32.9,2.2,1,711
31/03/24,0,29.9,3.6,0,0,15,29.3,3.5,0,58,21,28.2,4.3,2,114,18,30.7,2.8,51,151,30,29.9,2.4,3,224,3,30.2,2.3,3,351,47,32.9,4,1,559,53,32.9,4,1,569,35,31.7,1.8,0,701,12,31.7,1.8,0,711
01/04/24,1,29.7,3.8,1,0,5,29.4,3.7,1,58,6,29,4.5,1,114,1,31.1,3.3,1,151,8,29.6,3,3,224,2,29.7,2.4,3,351,29,33.6,4.4,1,559,33,33.6,4.4,2,569,33,32.4,1.8,2,701,0,32.4,1.8,1,711
02/04/24,0,29.9,4.1,1,0,17,29.6,4,1,58,30,29.1,3.8,2,114,27,31.2,3.2,3,151,32,29.9,2.8,3,224,0,30.6,2.6,51,351,69,34.7,4.1,1,559,74,34.7,4.1,1,569,28,33,2.1,1,701,51,33,2.1,2,711
03/04/24,5,29.6,3,3,0,11,29.3,3.7,2,58,16,30.9,1.5,3,114,15,31.2,3.5,51,151,29,29.9,3,51,224,8,30.9,2.8,51,351,34,33.5,3.7,2,559,38,33.5,3.7,1,569,48,33.1,2,3,701,11,33.1,2,3,711
04/04/24,10,29.8,2.8,1,0,16,29.8,4,1,58,18,31.4,1.6,3,114,15,31.4,3,3,151,19,30,2.9,3,224,13,31.4,2.5,3,351,52,33.8,5,51,559,58,33.8,5,51,569,19,33.4,1.9,2,701,29,33.4,1.9,2,711
05/04/24,2,30,2.3,2,0,20,30.6,4,1,58,24,32.7,1.5,51,114,21,32,3,2,151,36,30.6,3.1,3,224,11,31.9,2.8,3,351,53,34.9,4.3,2,559,55,34.9,4.3,2,569,62,33.8,1.4,2,701,32,33.8,1.4,3,711
06/04/24,2,30.3,2.2,1,0,8,30.9,3.7,1,58,11,32.8,2.6,1,114,14,32.1,2.7,1,151,25,30.8,2.6,3,224,15,32.5,2.5,1,351,34,36,4.4,2,559,97,36,4.4,2,569,199,33.7,1.5,2,701,180,33.7,1.5,2,711
07/04/24,0,30.5,2.7,1,0,23,30.2,3.1,0,58,22,31.8,1.7,0,114,28,32.9,3.7,0,151,33,30.9,3,0,224,0,32.5,2.8,0,351,62,33.2,3,2,559,66,33.2,3,2,569,15,34.7,2,2,701,-15,34.7,2,2,711
08/04/24,1,30.4,2.8,51,0,11,29.5,3.7,63,58,15,31.3,1.7,51,114,10,30.7,4.3,1,151,10,30.4,4.3,51,224,9,31.2,4.3,1,351,59,32.4,5.7,2,559,62,32.4,5.7,51,569,50,31.3,2.9,1,701,17,31.3,2.9,1,711
09/04/24,2,30.5,1.2,0,0,11,29.5,2,0,58,65,31.2,1.1,0,114,58,31.2,3.6,0,151,78,30.6,3.2,0,224,55,31.5,3.4,51,351,96,31.3,4.8,51,559,106,31.3,4.8,51,569,123,29.9,3.2,1,701,95,29.9,3.2,0,711
10/04/24,2,30.5,1.2,0,0,28,29.5,1.8,0,58,32,31.3,1.2,0,114,27,30.6,2.8,0,151,42,30,2.5,1,224,15,30.6,2.5,3,351,17,31.9,5.3,2,559,20,31.9,5.3,2,569,41,30.8,2.2,2,701,7,30.8,2.2,2,711
11/04/24,1,31.1,1.6,3,0,9,29.2,2,3,58,13,31.2,1.3,1,114,9,30.9,2.9,2,151,28,30,2.4,1,224,7,30.9,2.2,51,351,21,30.1,3.8,51,559,26,30.1,3.8,51,569,27,30,2.9,2,701,10,30,2.9,2,711
12/04/24,1,31,1.1,51,0,23,29.7,2.2,2,58,28,31.5,1.8,1,114,22,31.3,3.2,1,151,42,30.5,2.8,2,224,2,31.2,2.8,53,351,67,28.5,3.6,65,559,71,28.5,3.6,65,569,88,29.7,2.4,61,701,56,29.7,2.4,63,711
13/04/24,0,30.9,1.1,1,0,13,30.1,1.9,1,58,19,31,1.3,1,114,15,31.3,2.7,2,151,28,30.6,2.4,51,224,27,31,2.1,53,351,56,30.6,3.4,3,559,57,30.6,3.4,2,569,37,29,2.2,55,701,15,29,2.2,61,711
14/04/24,3,30.8,1.1,0,0,8,30.3,1.8,0,58,17,31.5,1,0,114,12,31.5,2.8,0,151,17,31,2.5,3,224,17,31.6,2.6,3,351,45,32.6,4.3,51,559,48,32.6,4.3,51,569,6,31.8,2.2,0,701,13,31.8,2.2,1,711
15/04/24,5,31,1.6,0,0,27,30.4,2.6,1,58,46,32.1,1.9,0,114,46,32.1,2.6,51,151,61,31.5,2.1,3,224,50,31.6,2.1,3,351,75,33.9,4,0,559,77,33.9,4,0,569,56,33,2.1,1,701,22,33,2.1,2,711
16/04/24,0,31.4,4.7,1,0,10,31.7,3.7,1,58,11,30.3,4.8,51,114,23,33,2.9,1,151,33,31.8,2.8,1,224,18,32.6,3.8,1,351,71,34.8,4,1,559,74,34.8,4,1,569,59,34,1.9,1,701,86,34,1.9,1,711
17/04/24,0,30.8,5.3,51,0,9,31.9,3.9,51,58,15,29.7,4.8,51,114,10,33.6,2.7,1,151,11,32.5,2.8,2,224,13,33.4,3.7,1,351,57,35,3.7,2,559,67,35,3.7,1,569,52,33.6,1.6,51,701,49,33.6,1.6,51,711
18/04/24,0,30.6,5.1,1,0,3,31.6,3.6,1,58,14,29.7,5,1,114,13,33.1,2.6,53,151,18,32,2.7,55,224,0,33.8,3.9,0,351,55,35.7,3,1,559,59,35.7,3,1,569,37,32.8,1.7,1,701,-16,32.8,1.7,1,711
19/04/24,0,30.9,3.1,1,0,24,31.3,4,1,58,37,32.5,2.6,2,114,33,33.1,3.3,53,151,31,31.8,3.1,53,224,12,33.3,2.7,3,351,84,34.5,3.9,3,559,91,34.5,3.9,51,569,126,33,2.5,51,701,98,33,2.5,51,711
20/04/24,1,30.8,3.1,1,0,8,31.3,3.9,1,58,17,32.9,2.2,63,114,13,33.1,3,61,151,32,31.7,2.9,51,224,24,33,2.6,3,351,93,34.4,3.9,61,559,106,34.4,3.9,61,569,141,30.7,1.9,53,701,108,30.7,1.9,51,711
21/04/24,2,30.4,2.1,1,0,5,31.1,3.3,1,58,13,33,1.4,65,114,10,33,2.8,65,151,19,31.9,2.6,63,224,0,33.2,2.9,2,351,5,33.4,3.9,53,559,45,33.4,3.9,51,569,10,32.4,1.6,63,701,-25,32.4,1.6,61,711
22/04/24,5,30.4,2.1,1,0,21,31.1,3,2,58,27,33,1.4,2,114,24,32.9,2.4,3,151,39,31.8,2.3,3,224,11,32.8,2.3,3,351,31,34.3,3.2,1,559,36,34.3,3.2,1,569,38,32.8,1.8,1,701,2,32.8,1.8,1,711
23/04/24,8,30.3,1.4,1,0,27,31.3,2,3,58,35,32.8,1.7,1,114,38,32.5,2.3,51,151,65,31.7,1.8,3,224,37,32.8,2.4,51,351,63,34.8,3.1,3,559,67,34.8,3.1,3,569,86,33,2.1,1,701,50,33,2.1,1,711
24/04/24,0,30.7,1.7,3,0,13,31,2.6,3,58,26,32.7,1.4,3,114,21,32.7,2.5,51,151,54,31.9,2.2,3,224,34,32.9,2,1,351,62,34.7,4,1,559,72,34.7,4,1,569,37,33.3,1.4,2,701,-8,33.3,1.4,1,711
25/04/24,0,31.1,2,2,0,19,30.9,2.6,3,58,27,32.6,1.3,3,114,23,32.9,3,3,151,34,31.9,2.5,3,224,10,33,2.7,1,351,26,35,3.8,1,559,29,35,3.8,1,569,34,34.1,2,1,701,-8,34.1,2,1,711
26/04/24,1,31,1.7,1,0,7,31.2,3.1,1,58,30,32.4,1.8,1,114,27,33.1,3,2,151,25,32.1,2.6,3,224,0,33.4,2.7,3,351,52,35.2,4.5,1,559,57,35.2,4.5,1,569,18,35.5,1.8,2,701,6,35.5,1.8,2,711
27/04/24,2,31.1,1.6,51,0,9,31.4,3.1,51,58,14,32.4,1.9,51,114,9,33.1,2.8,51,151,22,31.9,2.5,61,224,22,33.3,2.5,3,351,75,35.2,3.9,1,559,79,35.2,3.9,1,569,96,34.7,1.6,1,701,64,34.7,1.6,1,711
28/04/24,1,31.1,2.1,1,0,11,31.7,3.3,1,58,17,33.1,1.3,1,114,11,33.2,3.2,1,151,22,32.2,2.7,2,224,18,33.5,2.6,1,351,46,35.7,4.5,1,559,51,35.7,4.5,1,569,22,35.5,1.9,2,701,-24,35.5,1.9,3,711
29/04/24,0,31.3,2.6,1,0,7,31.6,3.4,1,58,13,32.9,0.9,1,114,8,33.4,3.2,1,151,20,32.2,2.8,3,224,5,33.4,2.7,3,351,26,35.6,4.9,1,559,35,35.6,4.9,1,569,10,35.2,1.8,1,701,-18,35.2,1.8,1,711
30/04/24,0,31.4,3,1,0,7,31.8,4.4,1,58,14,33.1,1.5,1,114,14,33.3,3.5,51,151,16,31.6,3.3,3,224,5,33.2,2.9,2,351,57,36.3,4.8,1,559,56,36.3,4.8,1,569,17,35.8,1.8,1,701,100,35.8,1.8,1,711
01/05/24,0,32.2,5.9,1,0,12,31.9,4.5,1,58,18,30.9,5.6,2,114,20,34.3,3.9,2,151,52,32.5,3.9,51,224,22,34.2,3.3,2,351,73,37.3,4.2,0,559,79,37.3,4.2,0,569,45,35.2,2.1,1,701,-7,35.2,2.1,1,711
02/05/24,0,31.7,3.8,1,0,24,31.7,4.4,1,58,33,32.7,1.3,1,114,30,34.4,4.3,2,151,37,32.6,4,2,224,15,34.4,3.5,1,351,28,37.5,2.7,0,559,29,37.5,2.7,0,569,4,34.6,2,0,701,-10,34.6,2,0,711
03/05/24,0,32,2.7,2,0,6,31.8,4,2,58,15,33.2,1.9,51,114,13,34.1,4,3,151,29,33,3.5,2,224,0,34.4,3.6,1,351,62,36.5,2.7,3,559,66,36.5,2.7,3,569,27,35,1.6,0,701,-18,35,1.6,0,711
04/05/24,0,31.7,2.6,2,0,8,31.6,4.2,2,58,14,33.3,1.7,51,114,11,34,4.1,63,151,25,32.8,3.9,65,224,19,34.1,3.1,3,351,62,35.8,3.8,1,559,70,35.8,3.8,1,569,50,35,1.2,0,701,14,35,1.2,0,711
05/05/24,0,31.6,3.1,1,0,4,31.5,4.6,51,58,22,33.2,1.9,51,114,21,34.5,4.2,61,151,23,32.9,4,51,224,6,34.5,3.4,65,351,29,36,4.3,1,559,35,36,4.3,1,569,7,34.5,1.8,1,701,-10,34.5,1.8,1,711
06/05/24,3,31.4,3.5,65,0,3,31.5,4.2,65,58,7,33,1.6,65,114,6,34.2,4.3,51,151,11,32.8,4,1,224,6,34,3.5,1,351,67,36,4.2,2,559,74,36,4.2,1,569,36,34.8,1.9,1,701,11,34.8,1.9,1,711
07/05/24,3,27.8,1.6,3,0,4,28.9,2.2,51,58,6,28.3,1.6,55,114,12,30.8,4,63,151,23,29.7,3.2,63,224,9,30.8,4.8,65,351,75,31.8,6.5,65,559,83,31.8,6.5,63,569,77,31,2.7,63,701,82,31,2.7,53,711
08/05/24,0,29.6,1.4,61,0,12,29.6,2.4,55,58,17,30.2,1.2,63,114,19,29.3,2.7,61,151,28,29.6,2.4,2,224,19,30.3,2.6,2,351,48,31.2,3.7,1,559,52,31.2,3.7,51,569,30,29.5,2.6,51,701,-4,29.5,2.6,51,711
09/05/24,0,30.1,1.1,63,0,13,29.8,2.2,63,58,22,31.6,1.5,63,114,20,31.2,2.8,63,151,30,30.9,2.5,63,224,9,31.3,3,55,351,36,31,5.8,63,559,38,31,5.8,63,569,15,30.7,1.8,63,701,1,30.7,1.8,53,711
10/05/24,2,30,1.7,51,0,19,29.7,1.9,63,58,21,29.7,0.9,61,114,16,31,2.6,63,151,41,30.6,2.2,51,224,18,30.1,2.6,53,351,49,31.8,4.6,1,559,51,31.8,4.6,1,569,12,30.2,1.6,65,701,-3,30.2,1.6,65,711
11/05/24,3,31,1.8,51,0,11,30.7,2.6,53,58,25,30.8,1.4,61,114,19,31.9,2.5,53,151,26,31.4,2.2,63,224,10,32,2.8,51,351,83,33.2,4.7,0,559,89,33.2,4.7,1,569,53,31.7,1.9,1,701,-1,31.7,1.9,2,711
12/05/24,6,31.1,1.4,51,0,17,30.2,2.2,51,58,29,30.9,1.7,51,114,23,31.8,2.7,61,151,53,31.1,2.1,61,224,29,32,2.5,61,351,40,33.1,4.6,53,559,43,33.1,4.6,53,569,25,31.5,2,63,701,-4,31.5,2,63,711
13/05/24,1,30.3,1.9,1,0,24,30.7,2.2,53,58,36,30.8,1.5,55,114,33,31.3,2,53,151,42,30.6,1.7,63,224,38,31.8,1.9,63,351,68,31.6,2.6,3,559,78,31.6,2.6,51,569,44,29.7,2.1,51,701,-2,29.7,2.1,51,711
14/05/24,2,29.9,1,51,0,6,30.6,1.8,61,58,22,30.7,1.2,53,114,20,31.4,1.6,53,151,35,30.6,1.9,65,224,9,30.9,2,63,351,51,32.5,4.3,53,559,55,32.5,4.3,53,569,2,31.4,2,51,701,-26,31.4,2,53,711
15/05/24,2,31.6,1.3,53,0,27,31.2,2.1,63,58,39,31.9,1.5,63,114,66,31.7,2,55,151,77,31.4,1.8,63,224,61,32.1,2.3,63,351,104,32.5,3.5,53,559,107,32.5,3.5,63,569,102,30.9,1.7,55,701,55,30.9,1.7,53,711
16/05/24,0,28.8,1,61,0,10,29,1.6,65,58,36,28.4,1,63,114,32,29.8,2.1,63,151,43,29.1,2,63,224,15,30.1,2.3,65,351,87,30.1,4.5,65,559,95,30.1,4.5,65,569,46,28.4,2.2,63,701,15,28.4,2.2,63,711
17/05/24,6,30.4,1.1,51,0,32,28.9,1.7,55,58,38,30.9,1.3,63,114,48,28.5,1.9,61,151,60,29,1.9,63,224,22,28.4,1.7,63,351,120,26,3.4,63,559,134,26,3.4,63,569,136,27.1,1.6,51,701,103,27.1,1.6,53,711
18/05/24,2,31.3,1.6,53,0,23,30.4,2,61,58,29,31.5,0.8,61,114,24,30.3,1.6,61,151,41,30.1,1.4,63,224,22,29.2,1.8,63,351,66,28,3.7,63,559,73,28,3.7,61,569,35,27.4,1.3,61,701,-15,27.4,1.3,63,711
19/05/24,2,31.7,1.7,55,0,28,30,2,53,58,41,31.2,1.3,53,114,49,30.6,2.1,63,151,86,30.1,2,65,224,63,29.2,2.1,63,351,65,28.6,3.2,61,559,69,28.6,3.2,55,569,47,27.8,1.2,61,701,29,27.8,1.2,63,711
20/05/24,2,31.5,1.5,53,0,26,30.8,2.1,53,58,38,30.7,1.1,53,114,39,31.2,1.8,55,151,47,31.1,1.9,61,224,6,30.3,2,65,351,49,32,4.4,53,559,54,32,4.4,53,569,22,28.4,0.9,63,701,5,28.4,0.9,63,711
21/05/24,0,32,1.3,53,0,4,31.1,1.9,63,58,7,31.9,1.7,51,114,4,32.4,2.1,51,151,34,31.7,2.4,51,224,6,32.2,2.3,63,351,35,33.1,4.8,61,559,38,33.1,4.8,63,569,41,31,1.5,61,701,15,31,1.5,51,711
22/05/24,0,31.6,1.3,51,0,15,31.5,2.5,51,58,24,32.3,2.2,51,114,22,32.4,3.1,51,151,27,32.1,3,51,224,10,32.2,2.8,65,351,70,33,4.7,65,559,77,33,4.7,65,569,29,31.3,1.7,63,701,10,31.3,1.7,63,711
23/05/24,1,32.5,1.2,51,0,19,31.3,2.5,55,58,23,32.6,2,53,114,22,32.5,2.1,2,151,35,31.9,2.2,51,224,10,32.6,2.4,51,351,40,33.5,4.3,51,559,38,33.5,4.3,51,569,0,30.1,1.4,3,701,14,30.1,1.4,3,711
24/05/24,2,32.1,0.8,63,0,11,31,1.3,63,58,16,30.6,1,53,114,14,31.9,2,61,151,28,31,1.8,65,224,52,32.3,2.4,63,351,95,34.6,4.8,3,559,92,34.6,4.8,3,569,46,32.7,1.6,53,701,19,32.7,1.6,51,711
25/05/24,4,30.6,1.4,53,0,15,29.6,2.1,51,58,19,29.1,1.9,61,114,15,30.2,2.1,51,151,17,29,1.7,63,224,10,27.7,2.3,65,351,60,34.2,5.6,61,559,65,34.2,5.6,63,569,40,32.8,3,51,701,14,32.8,3,51,711
26/05/24,2,31.8,2.2,3,0,13,31.8,3.8,3,58,15,33.2,1.8,3,114,10,33.4,3,3,151,25,31.9,3.1,3,224,4,32,2.5,1,351,60,36,4.4,2,559,69,36,4.4,2,569,33,31.6,3,53,701,-15,31.6,3,51,711
27/05/24,6,32,3,2,0,9,33.3,4.4,1,58,13,33.6,1.8,3,114,10,34.4,3.6,3,151,11,33.2,3.4,3,224,10,33.1,3.7,51,351,102,38.6,6.1,51,559,107,38.6,6.1,3,569,111,31.9,4.1,2,701,87,31.9,4.1,2,711
28/05/24,0,32.5,2.8,1,0,14,34.2,4.6,51,58,21,34.9,1.7,1,114,17,34.9,3.6,1,151,38,33.5,3.4,1,224,16,33.7,3.6,3,351,27,35.6,5.8,2,559,31,35.6,5.8,2,569,5,32.4,4.2,3,701,-21,32.4,4.2,3,711
29/05/24,0,32.7,2.7,3,0,24,33.8,3.9,3,58,40,35,1.9,1,114,34,35.7,3.3,1,151,52,34,3.4,1,224,15,34.6,2.8,1,351,57,38.7,4.7,1,559,69,38.7,4.7,1,569,26,33.3,3.4,2,701,-3,33.3,3.4,3,711
30/05/24,1,32.6,2.7,2,0,13,32.9,3.2,2,58,21,33.6,1.9,1,114,18,36.1,2.9,1,151,40,34,2.9,1,224,15,35.6,2.4,2,351,42,39.4,4.2,1,559,48,39.4,4.2,1,569,0,33.7,2.2,1,701,-21,33.7,2.2,1,711
31/05/24,1,32.5,2.1,3,0,4,32.6,3.4,51,58,14,33.9,1.8,53,114,10,35.8,2.8,51,151,17,33.6,2.8,1,224,14,35.5,2.2,51,351,83,39.2,3.4,2,559,91,39.2,3.4,2,569,33,34.3,2.6,1,701,-4,34.3,2.6,1,711
01/06/24,0,29.7,2,61,0,23,31.1,3.3,51,58,25,30.8,1.1,51,114,24,33.1,3.7,51,151,28,31.6,3.2,51,224,28,33,2.9,3,351,71,36.3,4.8,55,559,79,36.3,4.8,51,569,42,34.5,1.6,3,701,0,34.5,1.6,3,711
02/06/24,6,29.5,1.7,53,0,12,30.3,2.1,61,58,12,30.8,1.5,61,114,7,30.9,2.9,53,151,12,30.4,2.4,65,224,16,32.2,2.2,65,351,95,33.8,4.1,65,559,99,33.8,4.1,65,569,99,31.8,2.9,65,701,63,31.8,2.9,65,711
03/06/24,2,28.9,1.7,3,0,8,29.5,2.6,3,58,6,29.8,1.9,51,114,6,30,1.8,51,151,8,29.7,1.9,51,224,0,30.5,2.1,61,351,67,28.3,3.4,53,559,70,28.3,3.4,51,569,42,27.7,2.1,63,701,1,27.7,2.1,63,711
04/06/24,0,30.9,1.8,51,0,5,31.8,3.3,51,58,8,32,2.2,53,114,6,33.3,1.7,61,151,26,31.7,2.4,61,224,3,33.1,2.4,55,351,35,30.9,2.8,53,559,44,30.9,2.8,61,569,7,29.1,1.3,61,701,-12,29.1,1.3,63,711
05/06/24,3,29.7,1.9,53,0,13,30.9,3.1,65,58,32,30.7,2.2,65,114,28,32.2,2.2,65,151,26,31.5,2.9,65,224,10,32.5,3.4,65,351,47,31.1,2.5,65,559,50,31.1,2.5,63,569,18,28.2,1.7,63,701,-13,28.2,1.7,63,711
06/06/24,5,29.8,2.4,3,0,16,30.1,4,55,58,19,30,2.1,53,114,15,30.3,2.1,63,151,23,29.3,2.2,51,224,0,29.7,1.9,63,351,52,31.4,3,65,559,52,31.4,3,65,569,0,27.8,2.2,65,701,-25,27.8,2.2,63,711
07/06/24,0,30.5,2.5,55,0,11,30,4.3,61,58,14,30.2,1.4,61,114,11,30.2,2.2,61,151,5,29.3,2.4,55,224,0,29.1,1.8,61,351,47,31.5,2.7,51,559,51,31.5,2.7,51,569,37,27.3,1.6,53,701,-9,27.3,1.6,61,711
08/06/24,0,30.1,2.9,2,0,2,30.2,4.8,3,58,3,30.8,2.2,51,114,4,30.1,2.8,51,151,22,29.3,2.7,51,224,14,30,2.7,51,351,82,30,4.5,51,559,79,30,4.5,51,569,23,26.2,1.7,55,701,15,26.2,1.7,63,711
09/06/24,1,30.8,3,1,0,6,30.9,4.9,2,58,13,31.9,2.6,3,114,8,31,3.2,3,151,19,30.2,3.4,51,224,19,30.5,2.7,51,351,76,30.3,4.2,61,559,80,30.3,4.2,61,569,58,26.9,1.5,53,701,13,26.9,1.5,53,711
10/06/24,1,30.8,2.7,51,0,19,30.5,4.5,53,58,22,31,1.8,51,114,27,30.5,2.4,63,151,47,29.7,2.8,63,224,13,29.4,2.4,53,351,57,31.7,3.3,61,559,66,31.7,3.3,63,569,26,27.9,2.4,63,701,-10,27.9,2.4,63,711
11/06/24,1,30.6,2.4,2,0,2,31.4,4.1,2,58,4,31.9,2,3,114,0,31,3.5,51,151,11,30.5,3.6,51,224,12,31.2,3.4,51,351,47,32,4.4,51,559,41,32,4.4,51,569,2,26.4,2.9,63,701,-24,26.4,2.9,63,711
12/06/24,1,29.6,1.5,51,0,11,31.1,3.6,3,58,18,30.8,2.1,51,114,16,31.8,3.4,3,151,10,30.3,3.1,51,224,5,32.1,3.1,63,351,40,31,4.6,63,559,43,31,4.6,65,569,0,27.7,3.1,63,701,-27,27.7,3.1,63,711
13/06/24,1,29.6,1.5,63,0,5,30.8,3.9,61,58,5,31.3,3.4,3,114,7,31.7,3.2,3,151,0,31.1,3.1,53,224,11,31.4,2.8,63,351,16,31.2,3.2,63,559,22,31.2,3.2,63,569,9,27.8,3.2,63,701,-26,27.8,3.2,63,711
14/06/24,2,30.6,1.6,2,0,25,31.5,2.9,63,58,31,31.8,2.3,61,114,29,32.7,3.2,63,151,37,31.6,3,63,224,20,32.4,3.7,65,351,92,28.9,3.7,65,559,97,28.9,3.7,63,569,67,28.4,3.2,63,701,50,28.4,3.2,61,711
15/06/24,5,29.9,2.2,61,0,21,32.3,2.4,61,58,30,31.1,2,65,114,28,33.5,3.4,65,151,20,32.6,3.1,63,224,0,33.5,3.2,55,351,58,31.2,3,63,559,62,31.2,3,63,569,22,29.5,3.5,51,701,5,29.5,3.5,53,711
16/06/24,1,31.1,1.2,55,0,8,31.9,3.1,63,58,13,33.2,2.3,65,114,8,33.9,3,65,151,4,32.2,3,65,224,2,32.3,3.4,51,351,39,29.8,3.2,63,559,47,29.8,3.2,63,569,9,30,2.6,53,701,-21,30,2.6,61,711
17/06/24,2,30.7,2.1,63,0,8,31.7,4,65,58,0,33.2,2.3,63,114,3,33.6,2.6,61,151,8,31.8,2.9,63,224,17,32,1.8,53,351,49,32.1,2.6,53,559,52,32.1,2.6,51,569,2,28.1,1.8,61,701,15,28.1,1.8,61,711
18/06/24,1,31.4,3.1,61,0,4,32.2,4.6,65,58,6,33.3,2.6,63,114,2,33.1,3.2,65,151,7,32.6,3.6,65,224,4,32,2.9,63,351,49,32.2,2.1,63,559,52,32.2,2.1,53,569,32,29.5,2.6,51,701,15,29.5,2.6,51,711
19/06/24,0,31,2.9,2,0,9,31.7,4.7,2,58,10,31.1,2.6,53,114,15,31.8,2.9,53,151,20,30.4,3.3,51,224,9,30.6,2.4,51,351,45,29.8,3.1,61,559,57,29.8,3.1,61,569,32,29.4,3.5,63,701,-10,29.4,3.5,63,711
20/06/24,1,31.2,2.7,63,0,8,31.7,4.3,63,58,10,32.1,2.2,65,114,9,32.8,3.2,63,151,17,31.3,3.5,53,224,13,31.9,2.5,3,351,32,26.7,3,53,559,35,26.7,3,51,569,0,29.8,4.2,53,701,-45,29.8,4.2,51,711
21/06/24,2,30.1,2.2,63,0,17,31.5,3.2,55,58,21,31.2,3.7,51,114,17,32.6,3.4,63,151,16,31.6,3.1,55,224,15,32.5,3.3,61,351,55,28.7,3.2,63,559,73,28.7,3.2,63,569,58,28.2,3.7,53,701,15,28.2,3.7,61,711
22/06/24,1,30,3,61,0,3,29.9,3.5,63,58,4,29.3,3,63,114,1,30.6,2.4,63,151,6,29.7,2.5,63,224,8,30.5,1.9,53,351,29,27.2,3.9,63,559,0,27.2,3.9,63,569,4,28,1.8,63,701,7,28,1.8,63,711
