date(dd/mm/yy),VSKP,Temperature_1,Wind_Speed_1,weather_code_1,Distance_travelled_1,YLM,Temperature_2,Wind_Speed_2,weather_code_2,Distance_travelled_2,ANV,Temperature_3,Wind_Speed_3,weather_code_3,Distance_travelled_3,SLO,Temperature_4,Wind_Speed_4,weather_code_4,Distance_travelled_4,NDD,Temperature_5,Wind_Speed_5,weather_code_5,Distance_travelled_5,BZA,Temperature_6,Wind_Speed_6,weather_code_6,Distance_travelled_6,WL,Temperature_7,Wind_Speed_7,weather_code_7,Distance_travelled_7,KZJ,Temperature_8,Wind_Speed_8,weather_code_8,Distance_travelled_8,SC,Temperature_9,Wind_Speed_9,weather_code_9,Distance_travelled_9,HYB,Temperature_10,Wind_Speed_10,weather_code_10,Distance_travelled_10
15/12/23,0,24.9,2.6,3,0,2,23.6,3.5,3,58,5,24.6,2.1,3,114,5,24.6,2.6,3,151,12,24.6,2.9,3,224,0,24.4,2.2,3,351,20,21.6,1.3,3,559,36,21.6,1.3,3,569,1,21.8,1.8,3,701,-42,21.8,1.8,3,711
16/12/23,2,25,2.2,3,0,23,23.7,3,2,58,34,25.2,2.5,1,114,32,25.6,2.2,3,151,20,25.3,2.3,3,224,42,25.4,2,3,351,0,22.4,1.3,3,559,0,22.4,1.3,3,569,79,22.1,1.6,3,701,0,22.1,1.6,3,711
17/12/23,0,25.1,2.2,3,0,3,23.9,3,3,58,7,24.8,2.5,3,114,5,25.1,2.6,3,151,0,24.8,2.7,3,224,0,24.7,2.2,3,351,0,21.9,2.2,1,559,0,21.9,2.2,1,569,0,22.3,1.9,3,701,5,22.3,1.9,3,711
18/12/23,1,24.5,1.9,2,0,6,23.4,2.8,3,58,14,24.6,1.4,3,114,14,24.8,2.3,3,151,27,24.4,2.5,3,224,17,24.5,1.7,3,351,31,22,2.5,1,559,13,22,2.5,1,569,0,22,2,2,701,-18,22,2,2,711
19/12/23,0,24.3,2.6,0,0,4,23.2,3.1,1,58,7,24.2,1.2,1,114,5,24.4,2.4,1,151,24,23.9,2.7,3,224,5,24,1.8,3,351,4,20.7,2.8,1,559,0,20.7,2.8,1,569,0,21.8,1.7,1,701,-42,21.8,1.7,2,711
20/12/23,1,23.5,2,1,0,20,22.5,2.8,1,58,22,23.6,3,1,114,19,24.1,2.1,1,151,21,23.6,2.4,2,224,7,23.9,1.8,3,351,0,20.5,2.4,1,559,0,20.5,2.4,1,569,0,21.2,1.7,1,701,-13,21.2,1.7,1,711
21/12/23,2,23.1,1.4,1,0,13,21.9,2,3,58,16,23.2,1.2,0,114,17,24,1.8,0,151,3,23.2,1.9,0,224,0,23.5,1.6,0,351,0,20.5,2.1,1,559,0,20.5,2.1,1,569,0,20.3,1.6,1,701,-24,20.3,1.6,1,711
22/12/23,0,22.8,1.2,1,0,9,21.9,1.7,3,58,16,23.4,1.6,2,114,13,23.6,1.5,1,151,19,23.1,1.6,1,224,0,23.1,1.5,1,351,11,20.6,1.4,1,559,0,20.6,1.4,1,569,23,20.4,1.5,1,701,-10,20.4,1.5,2,711
23/12/23,2,23.5,1.8,3,0,20,22.6,2.6,2,58,24,23.9,1,3,114,20,24.3,2,2,151,33,23.6,2.4,2,224,17,23.6,2.1,3,351,71,21.3,1.7,1,559,75,21.3,1.7,1,569,14,21,1.6,1,701,-3,21,1.6,1,711
24/12/23,6,24,1.8,2,0,11,22.9,2.9,1,58,10,24.2,1.7,1,114,4,24.4,2.3,1,151,8,23.8,2.5,1,224,6,24,2.2,1,351,0,21.5,1.8,1,559,0,21.5,1.8,1,569,0,21.1,1.8,1,701,-18,21.1,1.8,1,711
25/12/23,0,23,2.3,1,0,14,22.8,2.5,3,58,19,23.5,3,0,114,17,24,2.1,0,151,18,23.6,2.2,1,224,13,23.8,2,1,351,13,22.3,1.1,1,559,0,22.3,1.1,1,569,9,20.9,1.1,1,701,5,20.9,1.1,1,711
26/12/23,0,23.5,1.8,1,0,12,23.2,2.4,1,58,22,24.1,2.8,0,114,19,24.3,1.9,1,151,23,23.8,2.1,3,224,11,23.5,1.6,0,351,0,22.3,1.6,2,559,0,22.3,1.6,0,569,0,21.6,1.3,0,701,-25,21.6,1.3,0,711
27/12/23,0,24.7,1.6,0,0,13,24.1,2.8,0,58,16,25.7,1.1,0,114,11,25,2.2,0,151,19,24.7,2.5,1,224,0,24.5,2.1,1,351,35,22.9,2,3,559,0,22.9,2,3,569,0,22.7,1.7,1,701,-15,22.7,1.7,1,711
28/12/23,0,24.5,1.5,3,0,6,23.7,2.7,3,58,11,25.3,2.2,1,114,15,24.8,2.4,1,151,35,24.2,2.7,1,224,15,24.5,2.2,1,351,78,23,2.4,2,559,60,23,2.4,2,569,30,22.1,1.6,1,701,15,22.1,1.6,1,711
29/12/23,5,24.4,1.8,51,0,6,23.4,2.8,51,58,11,25.1,3.5,3,114,8,24.4,2.3,3,151,17,24,2.5,3,224,0,23.8,2.1,2,351,71,22.4,2.5,1,559,76,22.4,2.5,1,569,53,22.1,1.9,1,701,13,22.1,1.9,1,711
30/12/23,1,25,1.2,2,0,8,23.7,2.1,1,58,14,25.5,2.5,1,114,12,24.7,1.7,2,151,15,24.4,1.9,1,224,1,23.9,1.9,1,351,0,21.9,2.1,1,559,0,21.9,2.1,1,569,13,22.5,1.8,3,701,10,22.5,1.8,3,711
31/12/23,0,25.1,1.3,1,0,12,24,2.3,1,58,12,25.3,1.6,2,114,8,24.7,2.2,2,151,9,24.4,2.2,1,224,11,24.2,1.8,1,351,18,21.8,2.7,3,559,20,21.8,2.7,3,569,0,22.1,2.1,1,701,15,22.1,2.1,1,711
01/01/24,2,23.9,1.6,1,0,15,23.5,2.3,2,58,18,24.9,1.8,1,114,15,24.8,2,3,151,12,24.5,2,1,224,10,24.2,1.8,3,351,13,22.3,3.3,3,559,0,22.3,3.3,3,569,0,22.2,1.7,1,701,79,22.2,1.7,1,711
02/01/24,1,24,1.6,1,0,10,23.4,2.8,1,58,9,24.7,2.3,2,114,8,24.2,2.4,3,151,12,23.7,2.6,3,224,6,24.2,2.2,3,351,0,22.4,3.2,3,559,0,22.4,3.2,3,569,0,21.6,2.1,3,701,75,21.6,2.1,3,711
03/01/24,1,24,2.2,1,0,4,23.3,3.1,1,58,6,24.4,2.9,1,114,7,24.6,3.2,1,151,10,23.8,3.1,1,224,11,24.6,2.5,3,351,0,22.1,3.8,1,559,0,22.1,3.8,1,569,0,22.2,1.9,3,701,15,22.2,1.9,3,711
04/01/24,2,23.7,1.8,1,0,5,23.1,3.1,1,58,6,24.4,2.2,2,114,5,24.7,3.2,3,151,15,24.1,3,3,224,5,24.7,2.5,3,351,23,22.4,3.9,1,559,33,22.4,3.9,1,569,0,22.6,2.1,51,701,15,22.6,2.1,3,711
05/01/24,0,24.1,2.4,1,0,10,23.1,3.8,1,58,11,24,3.2,1,114,12,24.3,3.3,1,151,14,23.9,3.5,1,224,16,23.9,2.6,1,351,94,22.2,4.9,3,559,108,22.2,4.9,3,569,140,22.7,1.9,3,701,139,22.7,1.9,3,711
06/01/24,0,24.3,3.3,1,0,6,23.3,4,1,58,6,24.6,2.4,1,114,7,24.4,3.5,1,151,10,24,3.9,1,224,13,23.4,2.8,1,351,77,22.2,4.3,3,559,32,22.2,4.3,3,569,0,22.9,2.4,3,701,84,22.9,2.4,3,711
07/01/24,0,24.8,2.8,1,0,7,23.4,4.2,1,58,5,24.5,2.1,2,114,9,24.5,3.7,2,151,14,24.2,4,2,224,8,24.2,2.4,1,351,17,22.8,3.3,2,559,0,22.8,3.3,2,569,122,22.6,2.6,3,701,125,22.6,2.6,3,711
08/01/24,0,25.2,3,2,0,10,24.4,4,1,58,11,25.2,3,2,114,9,25.3,3.5,2,151,24,24.9,3.8,2,224,16,24,2.6,2,351,85,23.6,3.8,0,559,91,23.6,3.8,0,569,42,22.8,2.5,1,701,10,22.8,2.5,1,711
09/01/24,3,24.9,2.7,2,0,17,24.6,3.7,2,58,31,25.6,3.5,2,114,42,26,3.4,3,151,43,25.3,3.6,3,224,10,24.7,2.3,3,351,54,24.1,3.2,2,559,57,24.1,3.2,2,569,13,23.1,2.2,1,701,15,23.1,2.2,2,711
10/01/24,2,24.6,1.2,3,0,21,24.2,2.1,3,58,25,24.9,1.3,2,114,21,25.6,2.2,3,151,27,25.1,2.2,3,224,20,25.2,1.8,3,351,72,24.6,1.9,3,559,85,24.6,1.9,3,569,108,23.5,1.7,51,701,66,23.5,1.7,53,711
11/01/24,1,24.8,1.2,3,0,5,24.8,1.4,2,58,0,26,1.1,2,114,14,26.5,1.7,2,151,2,25.8,1.5,2,224,9,25.7,1.7,3,351,3,25.3,2.1,2,559,0,25.3,2.1,1,569,0,24.3,1.8,1,701,15,24.3,1.8,1,711
12/01/24,4,24.9,0.9,51,0,9,24.5,2.2,3,58,13,25.8,1.9,51,114,13,25.9,2.2,3,151,17,25.5,2.3,3,224,18,25.3,1.8,3,351,59,25.1,2.5,1,559,63,25.1,2.5,1,569,18,24.5,1.7,1,701,-1,24.5,1.7,1,711
13/01/24,1,25.1,1,3,0,8,24.8,1.8,51,58,7,26.5,1.4,51,114,9,26.3,1.4,3,151,21,25.9,1.3,3,224,18,25.5,1.3,51,351,28,25.2,2.1,1,559,37,25.2,2.1,1,569,3,24.9,1.6,2,701,-2,24.9,1.6,2,711
14/01/24,1,25.4,1,51,0,3,25,1.4,51,58,2,26.4,1.1,3,114,0,26.2,1.4,3,151,14,25.9,1.4,51,224,0,25.5,1.4,51,351,10,25.4,1.7,0,559,0,25.4,1.7,0,569,0,25.3,1.2,0,701,-37,25.3,1.2,0,711
15/01/24,4,25.5,1.2,51,0,13,24.5,1.9,51,58,14,25.7,1,51,114,12,25.6,2.1,51,151,14,25.3,2,51,224,7,25.2,1.8,51,351,76,24.7,2.3,1,559,87,24.7,2.3,3,569,67,24.8,1.3,2,701,141,24.8,1.3,3,711
16/01/24,1,25.4,1.7,51,0,3,24.6,2,51,58,2,25.6,1,2,114,0,25.4,2.1,51,151,6,24.9,2,51,224,4,25.1,1.9,51,351,42,24.2,3.3,3,559,51,24.2,3.3,3,569,20,24.9,1.8,1,701,-19,24.9,1.8,2,711
17/01/24,8,25.4,1.2,51,0,10,24.4,1.8,51,58,10,25.4,1,1,114,7,24.7,2.8,3,151,18,24.9,2.3,3,224,0,24.4,2.4,2,351,78,23.5,5,2,559,82,23.5,5,2,569,37,24.5,1.9,2,701,15,24.5,1.9,3,711
18/01/24,0,24.7,1.3,1,0,13,23.8,1.4,3,58,15,24.9,1.1,1,114,16,24.4,2.5,3,151,21,24.2,2.2,1,224,14,24.3,2.3,0,351,19,23.6,4.3,2,559,2,23.6,4.3,2,569,21,24.2,1.8,3,701,-19,24.2,1.8,3,711
19/01/24,3,24.6,1.2,1,0,7,23.4,1.9,1,58,17,24.9,2.4,1,114,13,24.6,2.5,1,151,10,24.3,2.4,1,224,8,24.4,2.3,1,351,47,24.5,3.4,2,559,72,24.5,3.4,2,569,16,24.2,1.6,2,701,-17,24.2,1.6,3,711
20/01/24,0,25,1.4,51,0,2,24.4,2.3,51,58,2,25.3,1.3,2,114,3,25.1,2.8,1,151,10,24.9,2.7,1,224,16,24.8,2.7,1,351,84,23.6,4.6,3,559,39,23.6,4.6,3,569,15,24.1,2.1,2,701,15,24.1,2.1,2,711
21/01/24,0,24.9,1.2,1,0,8,24.6,2,3,58,14,25.6,1.3,1,114,9,25.4,2.4,51,151,20,25,2.4,3,224,5,25,2.2,1,351,46,24,3.9,51,559,1,24,3.9,3,569,0,24.7,1.6,3,701,15,24.7,1.6,3,711
22/01/24,12,25.3,1.8,53,0,14,24.6,1.9,53,58,16,25.6,1.4,2,114,12,25.7,2.7,51,151,29,25.3,2.4,3,224,15,25.3,2,51,351,79,25.7,3.8,3,559,81,25.7,3.8,3,569,36,25,1.9,3,701,15,25,1.9,3,711
23/01/24,2,25.3,1.8,51,0,81,24.9,2.3,53,58,78,26,2.2,2,114,73,26,2.9,53,151,66,25.6,2.6,53,224,47,25.4,2.7,53,351,114,24,5.7,51,559,69,24,5.7,51,569,37,25.6,2.1,3,701,52,25.6,2.1,3,711
24/01/24,1,25.7,1.8,51,0,25,25,2.4,51,58,28,26.4,1.1,55,114,27,26.2,2.7,51,151,38,25.6,2.4,3,224,25,25.6,2.4,51,351,34,24.1,3.6,51,559,38,24.1,3.6,51,569,16,25.4,1.7,2,701,-5,25.4,1.7,3,711
25/01/24,0,25.1,2.5,53,0,16,24.4,2.3,53,58,18,26.2,1.4,51,114,12,26.3,1.8,53,151,17,25.8,1.7,51,224,7,25.9,1.7,61,351,56,23.6,1.9,51,559,12,23.6,1.9,51,569,0,23.8,1.7,3,701,-13,23.8,1.7,3,711
26/01/24,0,24.7,2.2,53,0,16,24.3,3.5,51,58,18,25.9,2.1,1,114,14,26,2.6,51,151,10,25.2,3.2,2,224,5,25.7,2.6,63,351,48,23.7,2.3,2,559,54,23.7,2.3,2,569,13,23.6,1.7,3,701,-16,23.6,1.7,3,711
27/01/24,0,25.2,1.7,2,0,19,24.5,2.8,51,58,24,25.9,1.7,51,114,36,26.1,2.1,2,151,43,25.4,2.4,3,224,36,25.3,2.2,51,351,79,23.9,1.8,51,559,86,23.9,1.8,51,569,14,23.6,1.8,3,701,-11,23.6,1.8,3,711
28/01/24,0,24.7,1.6,3,0,14,24.2,2.5,2,58,32,25.3,2.5,1,114,36,25.8,2.6,1,151,59,25.1,2.6,2,224,49,25.1,2.3,3,351,68,23.4,1.7,3,559,23,23.4,1.7,3,569,18,23.3,1.8,1,701,9,23.3,1.8,1,711
29/01/24,7,23.9,1.3,1,0,11,23.7,2.2,3,58,11,25.2,1.3,1,114,7,24.9,2.3,1,151,18,24.1,2.4,1,224,12,24.2,2.2,1,351,29,23.5,3.1,3,559,12,23.5,3.1,3,569,0,23,1.7,1,701,10,23,1.7,1,711
30/01/24,0,24.2,1.1,0,0,21,23.7,1.5,3,58,22,25,1.5,1,114,18,24.2,2.2,3,151,36,23.7,2,1,224,64,23.8,2,1,351,126,23.6,3.6,1,559,129,23.6,3.6,3,569,58,23.7,1.7,1,701,59,23.7,1.7,1,711
31/01/24,0,24.9,1.3,1,0,20,24,1.5,3,58,21,24.9,1.1,1,114,20,24.5,2.3,3,151,19,24.1,2.1,1,224,11,23.8,1.9,2,351,44,23.7,4,3,559,0,23.7,4,2,569,0,24.6,1.9,1,701,-19,24.6,1.9,1,711
01/02/24,0,24.8,1.5,2,0,6,23.8,1.7,3,58,7,25.2,1.3,3,114,0,25.9,2.7,51,151,19,24.8,2.3,1,224,12,25.2,2,53,351,55,24.5,4.9,51,559,10,24.5,4.9,51,569,0,24.7,1.7,3,701,-41,24.7,1.7,3,711
02/02/24,0,25.7,1.7,2,0,11,25.2,2,3,58,13,26.6,1.2,3,114,10,26.8,2.2,51,151,24,25.8,2,53,224,24,26.7,2.1,51,351,43,25.5,3,51,559,0,25.5,3,51,569,10,25.7,1.3,3,701,4,25.7,1.3,3,711
03/02/24,0,26.2,0.7,53,0,16,25.4,1.5,61,58,19,26.5,1.8,53,114,17,26.8,1.8,53,151,12,26.1,1.7,2,224,5,26.4,1.9,51,351,68,26.5,1.6,51,559,23,26.5,1.6,51,569,0,25.6,2.4,51,701,13,25.6,2.4,51,711
04/02/24,0,25.9,1.1,51,0,8,25.3,1.9,51,58,10,26.2,1.4,51,114,11,26.5,2.3,51,151,17,25.9,2,51,224,13,25.8,1.9,51,351,14,26.4,2.3,0,559,0,26.4,2.3,0,569,0,25.6,1.8,1,701,2,25.6,1.8,0,711
05/02/24,0,26.1,1.2,2,0,10,25.2,1.7,3,58,15,26.8,0.9,3,114,12,26.8,2.2,51,151,21,26.1,1.9,3,224,22,26.1,1.9,51,351,61,26.3,3.6,3,559,16,26.3,3.6,3,569,0,26.9,1.6,1,701,7,26.9,1.6,1,711
06/02/24,0,26.4,1.7,2,0,9,25.9,2.4,0,58,12,28.3,1,3,114,25,27.6,1.8,3,151,26,26.9,1.6,3,224,19,26.6,1.8,51,351,24,27.4,3.8,3,559,33,27.4,3.8,3,569,0,27.9,1.6,0,701,-34,27.9,1.6,0,711
07/02/24,1,26.4,1.7,3,0,5,26.5,2.2,3,58,16,28.6,1.1,0,114,14,28,1.5,3,151,15,27.5,1.4,3,224,0,26.6,1.5,3,351,17,28.9,2.1,1,559,0,28.9,2.1,0,569,0,28.3,1.4,0,701,-13,28.3,1.4,0,711
08/02/24,0,26.6,0.8,51,0,12,26.1,1.5,53,58,12,28.3,0.9,1,114,9,27.8,1.4,3,151,9,27,1.4,1,224,6,26.3,1.5,3,351,0,28.3,2.8,1,559,0,28.3,2.8,1,569,0,27.7,1.8,1,701,128,27.7,1.8,1,711
09/02/24,0,26.6,1.8,53,0,14,26.1,2.3,53,58,16,28.3,2.2,51,114,14,27.6,2.4,51,151,20,27.2,2.2,3,224,16,26.6,2.1,53,351,37,26.6,2,3,559,0,26.6,2,3,569,0,26.4,2.1,2,701,-2,26.4,2.1,1,711
10/02/24,1,26.3,1.5,1,0,11,25.6,2.9,1,58,11,25.7,2.4,1,114,9,27.1,3.4,51,151,18,26.7,3.2,3,224,23,26.3,2.6,53,351,18,25.6,4.4,51,559,1,25.6,4.4,51,569,94,26.3,2.7,51,701,15,26.3,2.7,3,711
11/02/24,0,26.2,1.9,1,0,12,25.5,2.7,1,58,17,24.2,3.9,1,114,17,26.8,3.2,1,151,18,26.2,2.9,2,224,0,26.2,2.8,1,351,0,26,5.9,51,559,0,26,5.9,51,569,0,25.9,2.3,1,701,14,25.9,2.3,1,711
12/02/24,1,25.6,1.4,1,0,10,24.5,3,1,58,12,23.9,3.2,1,114,11,25.9,3,1,151,38,25.2,3.1,1,224,24,25.3,2.8,3,351,81,25.3,5.5,3,559,36,25.3,5.5,3,569,23,25.2,2.5,2,701,2,25.2,2.5,1,711
13/02/24,0,25.4,1.5,1,0,14,24.2,2.5,1,58,17,25.3,1.4,1,114,14,26,2.6,1,151,33,25,2.4,1,224,10,25.3,2.2,3,351,26,24.8,5.4,3,559,9,24.8,5.4,3,569,4,25.6,2.3,3,701,10,25.6,2.3,2,711
14/02/24,0,25.5,1.4,3,0,5,24.2,2,3,58,9,25.7,1.2,1,114,17,25.9,2.6,1,151,34,25,2.5,1,224,41,25.6,2.3,3,351,46,25.4,4.6,3,559,2,25.4,4.6,3,569,0,26,2.2,3,701,-6,26,2.2,3,711
15/02/24,0,25.2,1,3,0,20,24.2,1.4,3,58,23,25.2,1.2,1,114,25,25.4,2.5,1,151,57,24.7,2.2,3,224,15,25.4,2.2,3,351,54,25.6,4,3,559,60,25.6,4,3,569,16,25.6,2.4,1,701,-9,25.6,2.4,1,711
16/02/24,0,25.3,1.6,3,0,40,24.5,2.4,3,58,47,25.7,0.9,0,114,47,25.2,2.2,0,151,72,24.9,2.4,0,224,35,25,1.9,0,351,103,25.3,3.9,0,559,58,25.3,3.9,0,569,48,25.2,2.3,0,701,34,25.2,2.3,0,711
17/02/24,0,25.7,1.3,3,0,4,25,1.8,3,58,11,26.3,0.9,0,114,10,25.7,2.1,3,151,10,25.6,2.1,0,224,23,25.7,1.6,3,351,86,25.9,3.6,0,559,98,25.9,3.6,0,569,47,26.2,1.8,0,701,1,26.2,1.8,0,711
18/02/24,1,26.5,1.8,2,0,5,25.6,1.9,2,58,8,26.9,0.9,1,114,5,26.4,2.1,2,151,7,25.8,1.8,1,224,14,25.3,1.8,51,351,39,26.8,4.3,2,559,47,26.8,4.3,2,569,0,26.6,2,1,701,-25,26.6,2,1,711
19/02/24,1,27,2.2,1,0,3,25.6,2.4,1,58,13,27.9,1.5,2,114,10,26.8,2.9,3,151,11,26.4,2.4,3,224,0,26.6,2.5,3,351,17,26.7,4.5,2,559,0,26.7,4.5,2,569,0,26.7,2.3,2,701,160,26.7,2.3,2,711
20/02/24,1,27.2,2.1,1,0,12,26,3.3,1,58,15,27.8,1.7,3,114,17,27.2,3,3,151,35,26.4,2.5,3,224,22,26.1,2.3,3,351,50,27.3,4.1,1,559,4,27.3,4.1,1,569,0,27.1,1.6,3,701,15,27.1,1.6,3,711
21/02/24,2,27.4,2.3,1,0,25,26.4,3.3,1,58,26,28.9,1.7,3,114,21,27.8,2.8,3,151,25,27,2.3,3,224,16,26.8,2.4,2,351,93,28.2,4,1,559,49,28.2,4,1,569,44,28.1,1.6,1,701,9,28.1,1.6,1,711
22/02/24,0,27.5,2.5,1,0,6,26.3,3.3,1,58,13,28.6,1.3,55,114,10,28.3,3,51,151,8,27.4,2.6,51,224,49,27.6,2.5,3,351,161,27.5,2.9,3,559,116,27.5,2.9,3,569,147,27.4,1.6,1,701,104,27.4,1.6,1,711
23/02/24,2,27.7,2.3,2,0,7,27,2.8,51,58,8,29.2,2,55,114,5,28.8,2.8,51,151,16,27.9,2.3,55,224,9,28.2,2.8,51,351,26,27.3,1.9,51,559,9,27.3,1.9,51,569,20,26.9,2.1,0,701,-23,26.9,2.1,0,711
24/02/24,1,28.1,1.7,53,0,4,27.3,2.4,61,58,6,28.7,1.2,61,114,3,28.4,3.2,51,151,3,27.7,2.7,51,224,16,28,2.9,55,351,58,27.9,4,61,559,14,27.9,4,61,569,2,27.2,2.4,51,701,-11,27.2,2.4,51,711
25/02/24,1,27.9,1.6,1,0,1,26.8,2.1,51,58,1,28.2,1.5,51,114,0,27.8,3.4,1,151,3,27.4,2.9,51,224,17,27.4,3,51,351,0,26.7,5.1,61,559,0,26.7,5.1,55,569,0,26.7,2.5,51,701,-2,26.7,2.5,51,711
26/02/24,0,27.6,1.7,1,0,7,26.9,3.5,1,58,5,27.9,1.9,1,114,20,27.8,3.7,51,151,38,27.2,3.3,2,224,11,27.2,3.3,51,351,0,27,5.7,51,559,0,27,5.7,51,569,0,25.8,3.2,51,701,155,25.8,3.2,51,711
27/02/24,2,27.6,1.6,0,0,9,26.6,2.7,1,58,11,28.1,1.2,0,114,7,27.4,2.6,1,151,11,27,2.6,1,224,5,27,2.2,3,351,51,27.1,4.8,3,559,6,27.1,4.8,3,569,26,26.8,2.5,3,701,-9,26.8,2.5,3,711
28/02/24,1,27.6,1.6,0,0,17,26.8,2,3,58,22,27.7,1.7,0,114,20,27.3,2.3,1,151,16,26.9,2.2,1,224,15,26.9,2,3,351,20,27.3,3.4,3,559,2,27.3,3.4,3,569,0,27.4,1.6,1,701,-8,27.4,1.6,1,711
29/02/24,0,28.9,1.4,51,0,12,28,2,51,58,14,29.1,1,2,114,10,28.5,2.1,51,151,16,28.1,2.1,1,224,0,28.3,1.7,1,351,44,28.5,2.8,1,559,0,28.5,2.8,1,569,0,28.1,2,1,701,-14,28.1,2,1,711
01/03/24,2,28.3,1.6,3,0,6,27.7,1.8,53,58,11,29.2,1.2,51,114,6,28.6,2.7,51,151,20,28.1,2.4,51,224,19,28.4,2.1,51,351,51,29,3.2,51,559,54,29,3.2,0,569,30,29,2.1,2,701,0,29,2.1,2,711
02/03/24,0,27.9,1.9,1,0,7,27.1,2.2,3,58,14,29,1.2,2,114,13,28.4,2.7,3,151,17,27.6,2.3,3,224,13,28,2.5,3,351,79,28.9,5.2,1,559,62,28.9,5.2,1,569,23,29.9,2,2,701,-21,29.9,2,2,711
03/03/24,1,28.3,2.2,1,0,34,27.1,2.7,2,58,39,29.2,2.1,1,114,45,28.6,2.8,51,151,51,27.6,2.5,2,224,55,27.7,2.4,3,351,37,29.5,5,2,559,20,29.5,5,2,569,0,28.9,1.7,1,701,40,28.9,1.7,2,711
04/03/24,0,28.1,2.1,1,0,10,27,2.6,1,58,14,28.9,1.2,2,114,12,28.3,3,3,151,10,27.5,2.3,3,224,28,27.6,2.5,2,351,0,28.9,4,2,559,0,28.9,4,2,569,0,28.3,2,2,701,-12,28.3,2,2,711
05/03/24,5,28.1,1.5,2,0,10,27.1,2.2,3,58,11,29,1,1,114,11,28.2,2.4,51,151,29,27.7,2,3,224,12,27.7,1.7,3,351,11,29.6,3.8,2,559,0,29.6,3.8,2,569,0,28.3,2.2,3,701,5,28.3,2.2,2,711
06/03/24,2,28.4,2,1,0,8,27.5,2.3,3,58,13,29.3,1.4,3,114,18,28.3,2.8,51,151,36,27.7,2.4,51,224,31,27.6,1.8,2,351,21,29.7,4,3,559,4,29.7,4,3,569,0,30.2,2.1,3,701,-7,30.2,2.1,3,711
07/03/24,1,28.7,1.9,1,0,19,27.8,2.5,3,58,21,29.6,1.3,3,114,17,28.7,2.5,51,151,20,28.2,2.1,3,224,17,28.1,2.1,1,351,56,30.6,4.1,2,559,62,30.6,4.1,2,569,27,30.3,1.9,1,701,-10,30.3,1.9,1,711
08/03/24,5,28.9,1.3,61,0,9,28.4,2.4,61,58,9,30.4,1.4,51,114,10,29.1,2.5,53,151,9,28.9,2.1,51,224,16,29.2,2.2,51,351,29,30,2.9,1,559,0,30,2.9,0,569,0,29.6,1.5,1,701,7,29.6,1.5,1,711
09/03/24,1,29.2,1.6,53,0,8,28.1,2.1,61,58,7,29.8,1.6,2,114,9,29.3,2.9,51,151,6,28.8,2.4,3,224,15,28.6,2.3,53,351,1,30.5,2.8,3,559,0,30.5,2.8,3,569,0,29.6,1.6,2,701,4,29.6,1.6,2,711
10/03/24,1,29.1,1.3,2,0,8,28.3,2,3,58,9,29.8,2,1,114,5,29.3,3.2,51,151,8,29,2.7,51,224,22,28.8,2.5,51,351,45,29.7,4.7,51,559,48,29.7,4.7,3,569,15,28.6,2.4,51,701,14,28.6,2.4,51,711
11/03/24,0,29.1,1.8,1,0,20,28.3,2.1,3,58,25,29.8,1.4,1,114,21,29.2,2.9,51,151,26,28.7,2.6,51,224,3,28.9,2,51,351,33,30.2,4.5,3,559,0,30.2,4.5,3,569,1,29.1,1.6,2,701,13,29.1,1.6,2,711
12/03/24,2,29,2.4,1,0,12,28.6,3.6,51,58,12,30.6,1.5,51,114,16,29.7,2.9,1,151,11,28.9,2.8,3,224,18,28.7,2.5,1,351,49,31.6,3.7,2,559,4,31.6,3.7,1,569,0,30.4,2,2,701,15,30.4,2,2,711
13/03/24,2,28.9,2.5,51,0,8,29,3.6,51,58,26,30.5,1.7,53,114,21,29.8,3.2,51,151,25,29,2.9,51,224,10,29.3,2.8,51,351,0,32.4,4.2,2,559,0,32.4,4.2,2,569,0,31.6,1.9,2,701,-2,31.6,1.9,2,711
14/03/24,1,28.8,2.4,51,0,13,28.8,3.4,1,58,15,30.1,1.2,55,114,10,29.7,2.7,51,151,9,28.9,2.2,3,224,5,29.8,2.5,2,351,18,31.7,3.8,1,559,21,31.7,3.8,51,569,0,30.3,1.9,0,701,-24,30.3,1.9,0,711
15/03/24,2,28.4,1.8,2,0,19,28.1,3,1,58,25,30,2,3,114,19,29.1,2.8,3,151,15,28.2,2.4,3,224,0,29.3,2.5,3,351,0,31.5,4.7,51,559,0,31.5,4.7,51,569,20,29.1,2.1,2,701,-17,29.1,2.1,2,711
16/03/24,1,28.3,1.9,2,0,5,27.6,2.4,3,58,26,29.6,1.3,3,114,20,29.2,3.3,51,151,20,28.5,2.5,3,224,0,29.2,2.7,3,351,26,30.2,6,51,559,0,30.2,6,53,569,2,28.3,2.8,61,701,15,28.3,2.8,51,711
17/03/24,0,28.8,1.2,2,0,20,27.9,1.9,3,58,25,29.8,1.3,2,114,22,29.3,3,53,151,20,28.7,2.5,3,224,10,28.8,2.1,51,351,30,27.5,4.4,53,559,35,27.5,4.4,51,569,0,28,2.9,51,701,-16,28,2.9,63,711
18/03/24,1,28.8,1.4,2,0,10,28.1,2.3,2,58,13,30.1,1.3,53,114,7,29.2,2.1,3,151,8,28.6,1.9,3,224,10,28.7,2.2,51,351,69,27.2,4.4,51,559,81,27.2,4.4,51,569,38,28.9,1.8,51,701,-30,28.9,1.8,51,711
